"","coin","index","news_date","content","news_n","subscribers","normal_users","moderators","score","comments","polarity","subjectivity","volatility","day_movement"
"11502","Vertcoin","Small coins",2017-10-15,"Positive",1,34119,1,0,68,14,0.7,0.6,0.125,-0.0447761194029849
"11503","Vertcoin","Small coins",2017-10-16,"Neutro",2,34119,190,0,174,45,0,0,0.226519337016575,-0.24113475177305
"11504","Vertcoin","Small coins",2017-10-17,"Neutro",2,34119,2,0,142,36,0,0.178571428571429,0.150837988826816,0.0459770114942529
"11505","Vertcoin","Small coins",2017-10-17,"Positive",1,34119,3253,0,108,17,0.0333333333333333,0.4,0.150837988826816,0.0459770114942529
"11506","Vertcoin","Small coins",2017-10-18,"Neutro",2,34119,4032,0,533,208,0,0,0.183333333333333,-0.0662650602409639
"11507","Vertcoin","Small coins",2017-10-19,"Neutro",1,34119,1,0,170,58,0,1,0.210762331838565,-0.192090395480226
"11508","Vertcoin","Small coins",2017-10-19,"Positive",1,34119,239,0,124,60,0.2,0.6,0.210762331838565,-0.192090395480226
"11509","Vertcoin","Small coins",2017-10-20,"Neutro",1,34119,1,0,71,13,0,0,0.162037037037037,0.0424528301886794
"11510","Vertcoin","Small coins",2017-10-21,"Negative",1,34119,204,0,90,47,0.25,0.25,0.310344827586207,-0.395
"11511","Vertcoin","Small coins",2017-10-21,"Neutro",2,34119,1655,0,281,94,0,0,0.310344827586207,-0.395
"11512","Vertcoin","Small coins",2017-10-21,"Positive",1,34119,1323,0,207,55,0.25,0.333333333333333,0.310344827586207,-0.395
"11513","Vertcoin","Small coins",2017-10-22,"Neutro",5,34119,8064,0,928,450,0,0.02,0.42274678111588,-0.214545454545454
"11514","Vertcoin","Small coins",2017-10-22,"Positive",3,34119,60729,0,390,69,0.217965367965368,0.437662337662338,0.42274678111588,-0.214545454545454
"11515","Vertcoin","Small coins",2017-10-23,"Negative",1,34119,108,0,79,13,0.025,0.325,0.293628808864266,0.103857566765579
"11516","Vertcoin","Small coins",2017-10-23,"Neutro",2,34119,3539,0,299,127,0,0,0.293628808864266,0.103857566765579
"11517","Vertcoin","Small coins",2017-10-23,"Positive",3,34119,266,0,443,46,0.269047619047619,0.29047619047619,0.293628808864266,0.103857566765579
"11518","Vertcoin","Small coins",2017-10-24,"Neutro",1,34119,885,0,80,29,0,0,0.304123711340206,-0.0897009966777409
"11519","Vertcoin","Small coins",2017-10-24,"Positive",2,34119,226,0,162,38,0.6,0.55,0.304123711340206,-0.0897009966777409
"11520","Vertcoin","Small coins",2017-10-25,"Neutro",2,34119,259,0,332,54,0,0,0.16986301369863,0.0640243902439024
"11521","Vertcoin","Small coins",2017-10-25,"Positive",1,34119,133,0,75,13,0.5,0.5,0.16986301369863,0.0640243902439024
"11522","Vertcoin","Small coins",2017-10-26,"Neutro",4,34119,856,0,521,127,0,0,0.227513227513228,-0.198697068403909
"11523","Vertcoin","Small coins",2017-10-27,"Neutro",5,34119,22428,0,667,167,0,0.025,0.17162471395881,-0.105978260869565
"11524","Vertcoin","Small coins",2017-10-28,"Negative",2,34119,3830,0,173,12,0.125,0.381481481481481,0.267272727272727,-0.263414634146342
"11525","Vertcoin","Small coins",2017-10-28,"Neutro",6,34119,2667,0,791,161,0,0.166666666666667,0.267272727272727,-0.263414634146342
"11526","Vertcoin","Small coins",2017-10-28,"Positive",3,34119,741,0,558,192,0.516666666666667,0.566666666666667,0.267272727272727,-0.263414634146342
"11527","Vertcoin","Small coins",2017-10-29,"Negative",1,34119,306,0,72,32,0.05,0.4,0.190196078431373,0.149019607843137
"11528","Vertcoin","Small coins",2017-10-29,"Neutro",2,34119,481,0,578,60,0,0,0.190196078431373,0.149019607843137
"11529","Vertcoin","Small coins",2017-10-29,"Positive",3,34119,701,0,743,150,0.344444444444444,0.502777777777778,0.190196078431373,0.149019607843137
"11530","Vertcoin","Small coins",2017-10-30,"Neutro",3,34119,1768,0,292,65,0,0,0.218579234972678,-0.238636363636364
"11531","Vertcoin","Small coins",2017-10-30,"Positive",2,34119,922,0,426,121,0.192857142857143,0.467857142857143,0.218579234972678,-0.238636363636364
"11532","Vertcoin","Small coins",2017-10-31,"Neutro",5,34119,9718,0,1103,864,0,0,0.103508771929825,0.0405156537753222
"11533","Vertcoin","Small coins",2017-10-31,"Positive",1,34119,219,0,149,3,0.8,1,0.103508771929825,0.0405156537753222
"11534","Vertcoin","Small coins",2017-11-01,"Neutro",6,34119,3337,0,794,534,0,0.0904761904761905,0.309153713298791,0.204633204633205
"11535","Vertcoin","Small coins",2017-11-01,"Positive",1,34119,5,0,248,23,0.5,0.5,0.309153713298791,0.204633204633205
"11536","Vertcoin","Small coins",2017-11-02,"Neutro",2,34119,808,0,164,68,0,0.5,0.288840262582057,0.164619164619165
"11537","Vertcoin","Small coins",2017-11-02,"Positive",2,34119,467,0,315,457,0.275,0.216666666666667,0.288840262582057,0.164619164619165
"11538","Vertcoin","Small coins",2017-11-03,"Negative",1,34119,1,0,89,87,0.25,0.65,0.333333333333333,-0.106508875739645
"11539","Vertcoin","Small coins",2017-11-03,"Neutro",2,34119,1796,0,275,112,0,0.05,0.333333333333333,-0.106508875739645
"11540","Vertcoin","Small coins",2017-11-03,"Positive",3,34119,711,0,357,101,0.353333333333333,0.646666666666667,0.333333333333333,-0.106508875739645
"11541","Vertcoin","Small coins",2017-11-04,"Neutro",1,34119,730,0,174,20,0,0,0.141552511415525,-0.0175000000000001
"11542","Vertcoin","Small coins",2017-11-05,"Neutro",1,34119,331,0,86,14,0,0,0.124365482233502,0.0612244897959183
"11543","Vertcoin","Small coins",2017-11-06,"Negative",1,34119,233,0,278,57,0.2,0.4,0.092964824120603,-0.00273972602739732
"11544","Vertcoin","Small coins",2017-11-06,"Neutro",2,34119,1168,0,189,54,0,0,0.092964824120603,-0.00273972602739732
"11545","Vertcoin","Small coins",2017-11-06,"Positive",1,34119,155,0,122,47,0.0757575757575758,0.226262626262626,0.092964824120603,-0.00273972602739732
"11546","Vertcoin","Small coins",2017-11-07,"Neutro",6,34119,3620,0,928,131,0,0.0595238095238095,0.0948509485094851,0.0109589041095891
"11547","Vertcoin","Small coins",2017-11-08,"Neutro",4,34119,3245,0,641,157,0,0,0.332053742802303,-0.302521008403361
"11548","Vertcoin","Small coins",2017-11-08,"Positive",4,34119,107550,0,2336,145,0.531919642857143,0.644419642857143,0.332053742802303,-0.302521008403361
"11549","Vertcoin","Small coins",2017-11-09,"Neutro",3,34119,839,0,320,45,0,0,0.116634799235182,-0.0476190476190476
"11550","Vertcoin","Small coins",2017-11-09,"Positive",1,34119,3,0,226,9,0.214285714285714,0.642857142857143,0.116634799235182,-0.0476190476190476
"11551","Vertcoin","Small coins",2017-11-10,"Negative",1,34119,60,0,82,9,0.4,0.7,0.221074380165289,0.123430962343096
"11552","Vertcoin","Small coins",2017-11-10,"Neutro",2,34119,136,0,242,87,0,0,0.221074380165289,0.123430962343096
"11553","Vertcoin","Small coins",2017-11-10,"Positive",1,34119,5709,0,91,28,0.261904761904762,0.55952380952381,0.221074380165289,0.123430962343096
"11554","Vertcoin","Small coins",2017-11-11,"Neutro",1,34119,127,0,112,55,0,0,0.168803418803419,-0.0510948905109489
"11555","Vertcoin","Small coins",2017-11-11,"Positive",1,34119,179,0,109,50,0.35,0.65,0.168803418803419,-0.0510948905109489
"11556","Vertcoin","Small coins",2017-11-12,"Neutro",3,34119,856,0,1563,93,0,0,0.224018475750577,0.133949191685912
"11557","Vertcoin","Small coins",2017-11-12,"Positive",1,34119,2,0,70,10,0.136363636363636,0.454545454545455,0.224018475750577,0.133949191685912
"11558","Vertcoin","Small coins",2017-11-13,"Negative",1,34119,17638,0,482,17,0.2,0.8,0.188436830835118,-0.174142480211082
"11559","Vertcoin","Small coins",2017-11-13,"Neutro",3,34119,5245,0,1273,161,0,0,0.188436830835118,-0.174142480211082
"11560","Vertcoin","Small coins",2017-11-13,"Positive",2,34119,492,0,357,73,0.392857142857143,0.517857142857143,0.188436830835118,-0.174142480211082
"11561","Vertcoin","Small coins",2017-11-14,"Negative",1,34119,2,0,160,13,0.2,0,0.0787746170678338,0.0336322869955158
"11562","Vertcoin","Small coins",2017-11-14,"Neutro",5,34119,1005,0,854,96,0,0,0.0787746170678338,0.0336322869955158
"11563","Vertcoin","Small coins",2017-11-14,"Positive",1,34119,145,0,98,16,0.225,0.316666666666667,0.0787746170678338,0.0336322869955158
"11564","Vertcoin","Small coins",2017-11-15,"Neutro",2,34119,3758,0,215,49,0,0,0.12847965738758,-0.0137614678899082
"11565","Vertcoin","Small coins",2017-11-15,"Positive",1,34119,93,0,94,56,0.25,0.333333333333333,0.12847965738758,-0.0137614678899082
"11566","Vertcoin","Small coins",2017-11-16,"Neutro",2,34119,532,0,197,28,0,0,0.0872483221476509,0.0545454545454546
"11567","Vertcoin","Small coins",2017-11-16,"Positive",3,34119,37161,0,272,45,0.333333333333333,0.444444444444444,0.0872483221476509,0.0545454545454546
"11568","Vertcoin","Small coins",2017-11-17,"Neutro",2,34119,262,0,254,49,0,0,0.0735632183908045,0.0165876777251183
"11569","Vertcoin","Small coins",2017-11-17,"Positive",2,34119,117,0,204,31,0.6,0.95,0.0735632183908045,0.0165876777251183
"11570","Vertcoin","Small coins",2017-11-18,"Negative",1,34119,88,0,103,35,0.2,0.4,0.156118143459916,-0.0359712230215828
"11571","Vertcoin","Small coins",2017-11-18,"Neutro",2,34119,3552,0,197,55,0,0.5,0.156118143459916,-0.0359712230215828
"11572","Vertcoin","Small coins",2017-11-19,"Negative",1,34119,54,0,72,15,0.05,0.75,0.105494505494505,0.0186046511627907
"11573","Vertcoin","Small coins",2017-11-19,"Neutro",2,34119,2568,0,846,60,0,0,0.105494505494505,0.0186046511627907
"11574","Vertcoin","Small coins",2017-11-20,"Negative",1,34119,4,0,210,58,0.3125,0.6875,0.0702576112412177,0.0449172576832152
"11575","Vertcoin","Small coins",2017-11-21,"Neutro",1,34119,2049,0,75,10,0,0,0.0885167464114832,0.0174129353233829
"11576","Vertcoin","Small coins",2017-11-22,"Neutro",1,34119,103,0,78,31,0,0,0.0772833723653395,-0.0301507537688441
"11577","Vertcoin","Small coins",2017-11-23,"Positive",1,34119,210,0,180,9,0.5,0.6,0.0595238095238095,0.00486618004866191
"11578","Vertcoin","Small coins",2017-11-24,"Neutro",1,34119,2,0,142,14,0,0,0.0416666666666667,0.0197044334975369
"11579","Vertcoin","Small coins",2017-11-25,"Neutro",1,34119,3,0,200,23,0,0,0.20675944333996,-0.175438596491228
"11580","Vertcoin","Small coins",2017-11-25,"Positive",1,34119,86,0,107,12,0.136363636363636,0.454545454545455,0.20675944333996,-0.175438596491228
"11581","Vertcoin","Small coins",2017-11-26,"Negative",1,34119,91390,0,67,46,0.445833333333333,0.720833333333333,0.256410256410256,-0.109533468559838
"11582","Vertcoin","Small coins",2017-11-26,"Neutro",7,34119,5933,0,1167,138,0,0,0.256410256410256,-0.109533468559838
"11583","Vertcoin","Small coins",2017-11-26,"Positive",2,34119,886,0,452,35,0.35,0.45,0.256410256410256,-0.109533468559838
"11584","Vertcoin","Small coins",2017-11-27,"Negative",1,34119,1,0,415,56,2.77555756156289e-17,0.8,0.0928196147110333,0.0128676470588236
"11585","Vertcoin","Small coins",2017-11-28,"Negative",1,34119,9,0,378,86,0.125,1,0.0745454545454546,0.0591497227356747
"11586","Vertcoin","Small coins",2017-11-28,"Neutro",1,34119,6,0,135,54,0,0,0.0745454545454546,0.0591497227356747
"11587","Vertcoin","Small coins",2017-11-28,"Positive",1,34119,317,0,68,10,0.5,1,0.0745454545454546,0.0591497227356747
"11588","Vertcoin","Small coins",2017-11-29,"Neutro",5,34119,1371,0,754,321,0,0.225,0.222222222222222,0.0408560311284047
"11589","Vertcoin","Small coins",2017-11-30,"Neutro",2,34119,1008,0,179,10,0,0,0.173310225303293,-0.068
"11590","Vertcoin","Small coins",2017-11-30,"Positive",1,34119,1,0,130,23,0.213333333333333,0.46,0.173310225303293,-0.068
"11591","Vertcoin","Small coins",2017-12-01,"Neutro",3,34119,4570,0,606,173,0,0.0222222222222222,0.218236173393124,-0.197392923649907
"11592","Vertcoin","Small coins",2017-12-01,"Positive",4,34119,683,0,597,132,0.309090909090909,0.563636363636364,0.218236173393124,-0.197392923649907
"11593","Vertcoin","Small coins",2017-12-02,"Negative",1,34119,572,0,292,43,0.1875,0.5,0.20480404551201,-0.200927357032457
"11594","Vertcoin","Small coins",2017-12-02,"Positive",2,34119,11045,0,462,155,0.65,0.825,0.20480404551201,-0.200927357032457
"11595","Vertcoin","Small coins",2017-12-03,"Neutro",2,34119,1412,0,350,52,0,0,0.164759725400458,0.0140845070422534
"11596","Vertcoin","Small coins",2017-12-03,"Positive",4,34119,1062,0,588,74,0.4625,0.565625,0.164759725400458,0.0140845070422534
"11597","Vertcoin","Small coins",2017-12-04,"Neutro",2,34119,6,0,291,123,0,0.5,0.118823529411765,-0.0900783289817232
"11598","Vertcoin","Small coins",2017-12-04,"Positive",2,34119,6877,0,190,110,0.416666666666667,0.55,0.118823529411765,-0.0900783289817232
"11599","Vertcoin","Small coins",2017-12-05,"Neutro",4,34119,1216,0,2614,358,0,0.125,0.163636363636364,-0.13142174432497
"11600","Vertcoin","Small coins",2017-12-06,"Neutro",2,34119,25,0,200,76,0,0,0.246913580246914,0.137420718816068
"11601","Vertcoin","Small coins",2017-12-06,"Positive",1,34119,4719,0,88,34,0.233333333333333,0.241666666666667,0.246913580246914,0.137420718816068
"11602","Vertcoin","Small coins",2017-12-07,"Neutro",3,34119,6049,0,710,153,0,0,0.251552795031056,0.115055079559363
"11603","Vertcoin","Small coins",2017-12-07,"Positive",1,34119,4510,0,284,56,0.388888888888889,0.344444444444444,0.251552795031056,0.115055079559363
"11604","Vertcoin","Small coins",2017-12-08,"Neutro",2,34119,116,0,464,53,0,0,0.263333333333333,-0.136812411847673
"11605","Vertcoin","Small coins",2017-12-08,"Positive",3,34119,264,0,537,125,0.23452380952381,0.642857142857143,0.263333333333333,-0.136812411847673
"11606","Vertcoin","Small coins",2017-12-09,"Neutro",3,34119,912,0,619,65,0,0,0.201277955271566,-0.0407407407407408
"11607","Vertcoin","Small coins",2017-12-10,"Neutro",4,34119,399,0,1241,255,0,0.25,0.206197854588796,0.0738974970202623
"11608","Vertcoin","Small coins",2017-12-11,"Neutro",5,34119,1603,0,967,182,0,0,0.205607476635514,-0.0932642487046632
"11609","Vertcoin","Small coins",2017-12-11,"Positive",2,34119,187,0,203,19,0.468181818181818,0.727272727272727,0.205607476635514,-0.0932642487046632
"11610","Vertcoin","Small coins",2017-12-12,"Negative",1,34119,331,0,85,40,0.1875,0.625,0.0830449826989619,-0.00233918128654966
"11611","Vertcoin","Small coins",2017-12-12,"Neutro",4,34119,4015,0,737,259,0,0.025,0.0830449826989619,-0.00233918128654966
"11612","Vertcoin","Small coins",2017-12-12,"Positive",1,34119,276,0,68,11,0.6,1,0.0830449826989619,-0.00233918128654966
"11613","Vertcoin","Small coins",2017-12-13,"Neutro",5,34119,1831,0,2168,453,0,0,0.102534562211982,0.0548424737456243
"11614","Vertcoin","Small coins",2017-12-14,"Neutro",1,34119,217,0,110,6,0,0,0.0922155688622754,-0.00246002460024595
"11615","Vertcoin","Small coins",2017-12-14,"Positive",2,34119,10953,0,242,67,0.266666666666667,0.433333333333333,0.0922155688622754,-0.00246002460024595
"11616","Vertcoin","Small coins",2017-12-15,"Neutro",2,34119,728,0,364,16,0,0.1,0.127921279212792,0.0517241379310344
"11617","Vertcoin","Small coins",2017-12-15,"Positive",3,34119,521,0,1214,190,0.231565656565657,0.362626262626263,0.127921279212792,0.0517241379310344
"11618","Vertcoin","Small coins",2017-12-16,"Neutro",3,34119,734,617,744,82,0,0,0.109699769053118,-0.0284605433376455
"11619","Vertcoin","Small coins",2017-12-17,"Negative",1,34119,713,0,99,63,0.2,0.3,0.0987654320987655,0.0176263219741481
"11620","Vertcoin","Small coins",2017-12-17,"Positive",2,34119,148,0,262,108,0.2875,0.475,0.0987654320987655,0.0176263219741481
"11621","Vertcoin","Small coins",2017-12-18,"Neutro",9,34119,2387,126,1965,567,0,0.0277777777777778,0.173116089613035,-0.134684147794994
"11622","Vertcoin","Small coins",2017-12-19,"Neutro",2,34119,6,0,349,68,0,0,0.152610441767068,0.0476694915254237
"11623","Vertcoin","Small coins",2017-12-19,"Positive",2,34119,643,0,347,75,0.243560606060606,0.421590909090909,0.152610441767068,0.0476694915254237
"11624","Vertcoin","Small coins",2017-12-20,"Neutro",4,34119,682,0,428,127,0,0,0.163736263736264,0.0478309232480534
"11625","Vertcoin","Small coins",2017-12-20,"Positive",1,34119,2,0,282,24,0.3,0.491666666666667,0.163736263736264,0.0478309232480534
"11626","Vertcoin","Small coins",2017-12-21,"Negative",1,34119,112,0,86,17,0.09375,0.25,0.179920477137177,-0.0771028037383178
"11627","Vertcoin","Small coins",2017-12-21,"Neutro",1,34119,5,0,237,48,0,0,0.179920477137177,-0.0771028037383178
"11628","Vertcoin","Small coins",2017-12-21,"Positive",1,34119,3,0,422,99,0.225,0.366666666666667,0.179920477137177,-0.0771028037383178
"11629","Vertcoin","Small coins",2017-12-22,"Neutro",1,34119,70423,0,173,74,0,0,0.464322647362978,0.283119658119658
"11630","Vertcoin","Small coins",2017-12-22,"Positive",1,34119,110819,0,245,16,0.7,0.6,0.464322647362978,0.283119658119658
"11631","Vertcoin","Small coins",2017-12-23,"Neutro",2,34119,220,0,792,100,0,0.0333333333333333,0.214780600461894,-0.158892128279883
"11632","Vertcoin","Small coins",2017-12-24,"Neutro",2,34119,568,0,388,40,0,0,0.175525339925834,0.0521091811414393
"11633","Vertcoin","Small coins",2017-12-24,"Positive",1,34119,20,0,101,7,0.9,0.9,0.175525339925834,0.0521091811414393
"11634","Vertcoin","Small coins",2017-12-25,"Negative",1,34119,5008,0,299,30,0.4,0.4,0.11875,0.0143979057591622
"11635","Vertcoin","Small coins",2017-12-25,"Neutro",1,34119,57,0,64,33,0,0,0.11875,0.0143979057591622
"11636","Vertcoin","Small coins",2017-12-26,"Neutro",2,34119,330,0,174,84,0,0,0.0886075949367089,-0.0106241699867198
"11637","Vertcoin","Small coins",2017-12-27,"Neutro",2,34119,4,0,295,29,0,0,0.0871261378413525,0.0263504611330699
"11638","Vertcoin","Small coins",2017-12-27,"Positive",1,34119,14,0,174,11,0.05,0.5,0.0871261378413525,0.0263504611330699
"11639","Vertcoin","Small coins",2017-12-28,"Neutro",6,34119,13947,0,996,106,0,0.05,0.137281292059219,0.0592193808882907
"11640","Vertcoin","Small coins",2017-12-29,"Neutro",2,34119,2265,0,213,37,0,0,0.106809078771696,-0.0184659090909091
"11641","Vertcoin","Small coins",2017-12-29,"Positive",1,34119,352,0,288,91,0.4,0.4,0.106809078771696,-0.0184659090909091
"11642","Vertcoin","Small coins",2017-12-30,"Negative",1,34119,176,0,192,30,0.2,0.4,0.188022284122563,0.11142061281337
"11643","Vertcoin","Small coins",2017-12-30,"Neutro",1,34119,136,0,168,16,0,0,0.188022284122563,0.11142061281337
"11644","Vertcoin","Small coins",2017-12-30,"Positive",1,34119,7,0,81,3,0.5,0.5,0.188022284122563,0.11142061281337
"11645","Vertcoin","Small coins",2017-12-31,"Neutro",1,34119,817,0,236,29,0,0,0.101321585903084,-0.0670926517571885
"11646","Vertcoin","Small coins",2017-12-31,"Positive",2,34119,448,0,244,50,0.468181818181818,0.727272727272727,0.101321585903084,-0.0670926517571885
"11647","Vertcoin","Small coins",2018-01-01,"Neutro",3,34119,1193,0,672,102,0,0.333333333333333,0.0816326530612246,-0.013372956909361
"11648","Vertcoin","Small coins",2018-01-02,"Neutro",4,34119,1270,0,703,82,0,0,0.125480153649168,-0.0768115942028985
"11649","Vertcoin","Small coins",2018-01-03,"Neutro",4,34119,542,0,1048,197,0,0,0.0806451612903226,0.032345013477089
"11650","Vertcoin","Small coins",2018-01-04,"Negative",1,34119,437,0,305,40,0.2,0.3,0.0910344827586207,0.0482758620689655
"11651","Vertcoin","Small coins",2018-01-04,"Neutro",2,34119,6369,0,312,86,0,0,0.0910344827586207,0.0482758620689655
"11652","Vertcoin","Small coins",2018-01-05,"Neutro",3,34119,800,0,630,75,0,0,0.126174496644295,0.0420899854862119
"11653","Vertcoin","Small coins",2018-01-05,"Positive",1,34119,199,0,96,31,0.5,0.5,0.126174496644295,0.0420899854862119
"11654","Vertcoin","Small coins",2018-01-06,"Neutro",3,34119,5843,0,370,94,0,0,0.135546334716459,-0.0645645645645645
"11655","Vertcoin","Small coins",2018-01-06,"Positive",1,34119,1,0,470,76,0.3,0.65,0.135546334716459,-0.0645645645645645
"11656","Vertcoin","Small coins",2018-01-07,"Neutro",2,34119,520,0,326,172,0,0,0.101851851851852,-0.00142653352353777
"11657","Vertcoin","Small coins",2018-01-08,"Neutro",2,34119,692,0,443,134,0,0,0.193075898801598,0.0154494382022472
"11658","Vertcoin","Small coins",2018-01-09,"Neutro",2,34119,430,2103,491,97,0,0,0.117403314917127,0.0752532561505066
"11659","Vertcoin","Small coins",2018-01-09,"Positive",1,34119,99,0,94,12,0.6,0.9,0.117403314917127,0.0752532561505066
"11660","Vertcoin","Small coins",2018-01-10,"Negative",1,34119,272,0,113,23,0.2,0.6,0.183553597650514,-0.0312989045383412
"11661","Vertcoin","Small coins",2018-01-10,"Neutro",1,34119,76,0,74,26,0,0,0.183553597650514,-0.0312989045383412
"11662","Vertcoin","Small coins",2018-01-10,"Positive",1,34119,70,0,67,14,0.4,0.5,0.183553597650514,-0.0312989045383412
"11663","Vertcoin","Small coins",2018-01-11,"Neutro",3,34119,4572,0,346,62,0,0,0.200303490136571,0.141768292682927
"11664","Vertcoin","Small coins",2018-01-11,"Positive",1,34119,2,0,149,29,0.25,0.583333333333333,0.200303490136571,0.141768292682927
"11665","Vertcoin","Small coins",2018-01-12,"Negative",1,34119,141,0,94,45,0.5,1,0.123176661264181,-0.0693950177935942
"11666","Vertcoin","Small coins",2018-01-12,"Neutro",1,34119,206,0,130,37,0,0,0.123176661264181,-0.0693950177935942
"11667","Vertcoin","Small coins",2018-01-13,"Neutro",2,34119,467,0,892,114,0,0,0.0889894419306184,-0.0551948051948052
"11668","Vertcoin","Small coins",2018-01-13,"Positive",2,34119,1686,0,464,39,0.5,0.625,0.0889894419306184,-0.0551948051948052
"11669","Vertcoin","Small coins",2018-01-14,"Neutro",2,34119,992,0,452,69,0,0,0.129230769230769,0.0861538461538461
"11670","Vertcoin","Small coins",2018-01-14,"Positive",1,34119,1673,0,156,15,0.344444444444444,0.611111111111111,0.129230769230769,0.0861538461538461
"11671","Vertcoin","Small coins",2018-01-15,"Neutro",2,34119,2649,0,490,126,0,0,0.0730897009966777,0.0426621160409556
"11672","Vertcoin","Small coins",2018-01-16,"Neutro",1,34119,424,0,94,41,0,0,0.419354838709677,0.268817204301075
"11673","Vertcoin","Small coins",2018-01-16,"Positive",1,34119,2,0,280,51,0.4,0.5,0.419354838709677,0.268817204301075
"11674","Vertcoin","Small coins",2018-01-17,"Neutro",1,34119,1043,0,343,33,0,0,0.294117647058824,-0.0298507462686567
"11675","Vertcoin","Small coins",2018-01-17,"Positive",1,34119,2,0,160,51,0.1,0.65,0.294117647058824,-0.0298507462686567
"11676","Vertcoin","Small coins",2018-01-18,"Neutro",6,34119,1504,0,1192,137,0,0,0.175365344467641,-0.0461165048543688
"11677","Vertcoin","Small coins",2018-01-18,"Positive",1,34119,272,0,168,12,0.2,0.2,0.175365344467641,-0.0461165048543688
"11678","Vertcoin","Small coins",2018-01-19,"Neutro",1,34119,473,0,135,12,0,0,0.142857142857143,-0.0763888888888889
"11679","Vertcoin","Small coins",2018-01-19,"Positive",1,34119,159,0,116,25,0.5,0.5,0.142857142857143,-0.0763888888888889
"11680","Vertcoin","Small coins",2018-01-20,"Neutro",1,34119,0,1,361,32,0,0,0.189328743545611,-0.191082802547771
"11681","Vertcoin","Small coins",2018-01-21,"Neutro",1,34119,9,0,79,15,0,0,0.207612456747405,0.1508078994614
"11682","Vertcoin","Small coins",2018-01-21,"Positive",1,34119,2,0,163,125,0.35,0.55,0.207612456747405,0.1508078994614
"11683","Vertcoin","Small coins",2018-01-22,"Positive",2,34119,541,0,346,53,0.35,0.53125,0.205702647657841,0.117894736842105
"11684","Vertcoin","Small coins",2018-01-23,"Negative",1,34119,1,0,98,17,0.2,0.3,0.159235668789809,-0.0616113744075831
"11685","Vertcoin","Small coins",2018-01-23,"Neutro",1,34119,245,0,241,33,0,0,0.159235668789809,-0.0616113744075831
"11686","Vertcoin","Small coins",2018-01-24,"Neutro",1,34119,436,0,100,17,0,0,0.0965665236051503,-0.0111856823266219
"11687","Vertcoin","Small coins",2018-01-25,"Neutro",2,34119,439,0,152,38,0,0.5,0.0616016427104722,0.0128479657387579
"11688","Vertcoin","Small coins",2018-01-26,"Neutro",1,34119,4,0,138,24,0,0,0.150943396226415,0.0326086956521738
"11689","Vertcoin","Small coins",2018-01-27,"Neutro",2,34119,718,0,265,40,0,0,0.0723404255319149,-0.0200892857142857
"11690","Vertcoin","Small coins",2018-01-28,"Neutro",2,34119,253,0,326,21,0,0,0.0357142857142857,-0.0152505446623094
"11691","Vertcoin","Small coins",2018-01-29,"Neutro",2,34119,278,0,468,70,0,0.4125,0.0739957716701904,0.0473118279569894
"11692","Vertcoin","Small coins",2018-01-30,"Positive",1,34119,1039,0,214,39,0.268181818181818,0.727272727272727,0.204899777282851,0.155405405405405
"11693","Vertcoin","Small coins",2018-01-31,"Neutro",3,34119,332,0,495,65,0,0,0.136246786632391,-0.0291005291005292
"11694","Vertcoin","Small coins",2018-02-01,"Negative",1,34119,467,0,173,28,0.2,0.5,0.229591836734694,0.129198966408269
"11695","Vertcoin","Small coins",2018-02-01,"Neutro",2,34119,132,0,243,42,0,0.25,0.229591836734694,0.129198966408269
"11696","Vertcoin","Small coins",2018-02-02,"Neutro",2,34119,794,0,281,111,0,0,0.264094955489614,0.0474777448071217
"11697","Vertcoin","Small coins",2018-02-02,"Positive",1,34119,1,0,97,21,0.333333333333333,0.5,0.264094955489614,0.0474777448071217
"11698","Vertcoin","Small coins",2018-02-03,"Neutro",1,34119,176,0,130,17,0,0,0.179487179487179,-0.036923076923077
"11699","Vertcoin","Small coins",2018-02-04,"Positive",1,34119,251,0,113,54,0.0681818181818182,0.227272727272727,0.178885630498534,0.130952380952381
"11700","Vertcoin","Small coins",2018-02-05,"Positive",1,34119,6109,0,83,10,0.285714285714286,0.535714285714286,0.291946308724832,0.217687074829932
"11701","Vertcoin","Small coins",2018-02-06,"Neutro",2,34119,17743,0,179,84,0,0,0.383561643835616,-0.251082251082251
"11702","Vertcoin","Small coins",2018-02-07,"Neutro",1,34119,570,0,87,3,0,0,0.179640718562874,0.0176056338028168
"11703","Vertcoin","Small coins",2018-02-07,"Positive",1,34119,61,0,77,4,0.136363636363636,0.454545454545455,0.179640718562874,0.0176056338028168
"11704","Vertcoin","Small coins",2018-02-08,"Neutro",2,34119,823,0,145,38,0,0,0.128526645768025,-0.115107913669065
"11705","Vertcoin","Small coins",2018-02-10,"Positive",1,34119,60,0,81,4,0.274285714285714,0.479285714285714,0.141304347826087,0.0207100591715976
"11706","Vertcoin","Small coins",2018-02-12,"Neutro",2,34119,1288,0,207,56,0,0,0.0994152046783625,-0.0647249190938512
"11707","Vertcoin","Small coins",2018-02-14,"Neutro",1,34119,845,0,100,67,0,0,0.11614730878187,-0.131410256410256
"11708","Vertcoin","Small coins",2018-02-15,"Positive",2,34119,3429,0,163,24,0.318181818181818,0.702272727272727,0.201814058956916,-0.221590909090909
"11709","Vertcoin","Small coins",2018-02-16,"Neutro",2,34119,10,0,378,36,0,0,0.136659436008677,-0.0396270396270396
